valid_time,latitude,longitude,t2m,number,sp,tp
2024-01-12,49.0,2.0,274.83374,0,102105.266,6.67572e-06
2024-01-12,49.0,2.25,274.58667,0,102243.016,5.00679e-06
2024-01-12,49.0,2.5,274.24487,0,102336.516,2.6226044e-06
2024-01-12,48.75,1.5,274.40698,0,101554.516,9.298325e-06
2024-01-12,48.75,1.75,274.33325,0,101637.766,7.2717667e-06
2024-01-12,48.75,2.0,274.2102,0,101720.266,5.1259995e-06
2024-01-12,48.75,2.25,274.09888,0,102001.016,3.0994415e-06
2024-01-12,48.75,2.5,273.91138,0,102132.266,1.9073486e-06
2024-01-12,48.5,1.5,273.73022,0,101238.266,1.3709068e-05
2024-01-12,48.5,1.75,273.73657,0,101421.266,1.2516975e-05
2024-01-12,48.5,2.0,273.76636,0,101637.766,7.987022e-06
2024-01-12,48.5,2.25,273.70093,0,101900.266,4.887581e-06
2024-01-12,48.5,2.5,273.54468,0,102064.766,2.7418137e-06
2024-01-12,48.25,1.5,273.47778,0,101421.016,6.914139e-06
2024-01-12,48.25,1.75,273.37817,0,101579.766,7.1525574e-06
2024-01-12,48.25,2.0,273.31177,0,101693.516,5.841255e-06
2024-01-12,48.25,2.25,273.1609,0,101818.766,3.0994415e-06
2024-01-12,48.25,2.5,272.95972,0,101873.266,1.3113022e-06
2024-01-12,48.0,1.5,273.2859,0,101639.266,1.4305115e-06
2024-01-12,48.0,1.75,273.1765,0,101778.266,2.026558e-06
2024-01-12,48.0,2.0,272.99292,0,101678.016,2.2649765e-06
2024-01-12,48.0,2.25,272.72192,0,101762.516,2.2649765e-06
2024-01-12,48.0,2.5,272.50903,0,101819.266,9.536743e-07
2024-01-13,49.5,1.5,272.365,0,100831.02,1.0728836e-06
2024-01-13,49.5,1.75,272.2151,0,100719.27,1.1920929e-06
2024-01-13,49.5,2.0,272.364,0,100926.77,2.6226044e-06
2024-01-13,49.5,2.25,272.4226,0,101268.27,2.026558e-06
2024-01-13,49.5,2.5,272.4358,0,101504.27,1.3113022e-06
2024-01-13,49.25,1.5,272.1648,0,101432.77,7.1525574e-07
2024-01-13,49.25,1.75,272.01294,0,101325.27,8.34465e-07
2024-01-13,49.25,2.0,272.1482,0,101343.02,7.1525574e-07
2024-01-13,49.25,2.25,272.16187,0,101458.52,1.4305115e-06
2024-01-13,49.25,2.5,272.17505,0,101608.02,1.3113022e-06
2024-01-13,49.0,1.5,271.85327,0,101383.52,1.66893e-06
2024-01-13,49.0,1.75,272.04224,0,101436.52,8.34465e-07
2024-01-13,49.0,2.0,272.17456,0,101527.77,8.34465e-07
2024-01-13,49.0,2.25,272.16626,0,101677.52,1.7881393e-06
2024-01-13,49.0,2.5,272.08667,0,101781.27,2.9802322e-06
2024-01-13,48.75,1.5,271.67896,0,100972.77,2.9802322e-06
2024-01-13,48.75,1.75,271.86646,0,101068.77,2.3841858e-06
2024-01-13,48.75,2.0,271.94946,0,101163.52,5.9604645e-07
2024-01-13,48.75,2.25,271.9182,0,101457.27,1.5497208e-06
2024-01-13,48.75,2.5,271.86353,0,101601.27,1.7881393e-06
2024-01-13,48.5,1.5,271.2727,0,100685.77,3.0994415e-06
2024-01-13,48.5,1.75,271.46118,0,100881.52,3.4570694e-06
2024-01-13,48.5,2.0,271.6233,0,101109.77,4.529953e-06
2024-01-13,48.5,2.25,271.6692,0,101384.77,4.529953e-06
2024-01-13,48.5,2.5,271.63892,0,101561.27,4.4107437e-06
2024-01-13,48.25,1.5,271.13208,0,100895.27,1.5497208e-06
2024-01-13,48.25,1.75,271.2517,0,101065.77,8.34465e-07
2024-01-13,48.25,2.0,271.40063,0,101190.52,1.0728836e-06
2024-01-13,48.25,2.25,271.38403,0,101326.77,1.1920929e-06
2024-01-13,48.25,2.5,271.30493,0,101390.27,2.503395e-06
2024-01-13,48.0,1.5,271.18335,0,101134.02,1.1920929e-06
2024-01-13,48.0,1.75,271.27905,0,101284.77,2.3841858e-07
2024-01-13,48.0,2.0,271.22046,0,101196.02,1.1920929e-07
2024-01-13,48.0,2.25,271.05786,0,101287.77,4.7683716e-07
2024-01-13,48.0,2.5,270.96362,0,101353.77,2.026558e-06
2024-01-14,49.5,1.5,271.00092,0,99710.91,1.1205673e-05
2024-01-14,49.5,1.75,271.0512,0,99595.41,1.0251999e-05
2024-01-14,49.5,2.0,271.1806,0,99797.16,7.1525574e-06
2024-01-14,49.5,2.25,271.2265,0,100134.41,5.1259995e-06
2024-01-14,49.5,2.5,271.25043,0,100368.16,3.5762787e-06
2024-01-14,49.25,1.5,270.74066,0,100322.66,7.5101852e-06
2024-01-14,49.25,1.75,270.78802,0,100211.41,6.7949295e-06
2024-01-14,49.25,2.0,270.9438,0,100224.91,4.7683716e-06
2024-01-14,49.25,2.25,270.87982,0,100338.41,4.4107437e-06
2024-01-14,49.25,2.5,270.91254,0,100485.41,2.7418137e-06
2024-01-14,49.0,1.5,270.5844,0,100283.16,1.3113022e-06
2024-01-14,49.0,1.75,270.7519,0,100331.16,1.3113022e-06
2024-01-14,49.0,2.0,270.8388,0,100419.66,1.4305115e-06
2024-01-14,49.0,2.25,270.72357,0,100566.91,1.4305115e-06
2024-01-14,49.0,2.5,270.4892,0,100670.16,1.4305115e-06
2024-01-14,48.75,1.5,270.50385,0,99882.91,7.1525574e-07
2024-01-14,48.75,1.75,270.5678,0,99974.41,7.1525574e-07
2024-01-14,48.75,2.0,270.59027,0,100064.16,4.7683716e-07
2024-01-14,48.75,2.25,270.48578,0,100355.16,7.1525574e-07
2024-01-14,48.75,2.5,270.34857,0,100497.91,9.536743e-07
2024-01-14,48.5,1.5,270.28363,0,99599.41,3.5762787e-07
2024-01-14,48.5,1.75,270.3603,0,99789.66,2.3841858e-07
2024-01-14,48.5,2.0,270.41302,0,100011.91,1.1920929e-07
2024-01-14,48.5,2.25,270.31146,0,100284.66,3.5762787e-07
2024-01-14,48.5,2.5,270.19623,0,100459.66,5.9604645e-07
2024-01-14,48.25,1.5,270.1093,0,99810.91,1.1920929e-07
2024-01-14,48.25,1.75,270.0761,0,99974.91,2.3841858e-07
2024-01-14,48.25,2.0,270.08832,0,100094.91,3.5762787e-07
2024-01-14,48.25,2.25,269.95795,0,100228.41,2.3841858e-07
2024-01-14,48.25,2.5,269.8183,0,100290.66,2.3841858e-07
2024-01-14,48.0,1.5,270.20062,0,100053.66,0.0
2024-01-14,48.0,1.75,270.1562,0,100197.91,1.1920929e-07
2024-01-14,48.0,2.0,270.06537,0,100105.66,1.1920929e-07
2024-01-14,48.0,2.25,269.89642,0,100193.41,1.1920929e-07
2024-01-14,48.0,2.5,269.75238,0,100257.66,1.1920929e-07
2024-01-15,49.5,1.5,273.9496,0,99183.734,1.001358e-05
2024-01-15,49.5,1.75,273.92273,0,99060.234,1.1205673e-05
2024-01-15,49.5,2.0,274.0985,0,99248.984,1.7166138e-05
2024-01-15,49.5,2.25,274.08093,0,99569.984,1.6093254e-05
2024-01-15,49.5,2.5,274.0526,0,99788.484,1.8239021e-05
2024-01-15,49.25,1.5,274.05017,0,99784.484,1.7046928e-05
2024-01-15,49.25,1.75,274.0194,0,99665.734,1.8119812e-05
2024-01-15,49.25,2.0,274.18884,0,99668.984,2.336502e-05
2024-01-15,49.25,2.25,274.13855,0,99768.984,3.5643578e-05
2024-01-15,49.25,2.5,274.16736,0,99903.234,4.208088e-05
2024-01-15,49.0,1.5,274.01404,0,99755.234,1.7642975e-05
2024-01-15,49.0,1.75,274.19666,0,99793.734,1.6570091e-05
2024-01-15,49.0,2.0,274.3075,0,99868.984,1.7642975e-05
2024-01-15,49.0,2.25,274.2362,0,100001.984,3.0875206e-05
2024-01-15,49.0,2.5,274.0155,0,100092.234,5.4121017e-05
2024-01-15,48.75,1.5,273.81824,0,99380.734,9.059906e-06
2024-01-15,48.75,1.75,273.91687,0,99459.984,9.655952e-06
2024-01-15,48.75,2.0,274.01648,0,99536.484,1.0609627e-05
2024-01-15,48.75,2.25,274.03894,0,99809.484,1.4781952e-05
2024-01-15,48.75,2.5,273.9828,0,99939.484,1.7642975e-05
2024-01-15,48.5,1.5,273.26648,0,99116.484,2.6226044e-06
2024-01-15,48.5,1.75,273.37292,0,99294.484,2.9802322e-06
2024-01-15,48.5,2.0,273.51746,0,99505.234,3.33786e-06
2024-01-15,48.5,2.25,273.51404,0,99763.234,3.9339066e-06
2024-01-15,48.5,2.5,273.4906,0,99925.484,5.1259995e-06
2024-01-15,48.25,1.5,272.80017,0,99342.484,1.5497208e-06
2024-01-15,48.25,1.75,272.76794,0,99498.234,1.7881393e-06
2024-01-15,48.25,2.0,272.8236,0,99610.484,1.9073486e-06
2024-01-15,48.25,2.25,272.78064,0,99732.484,2.3841858e-06
2024-01-15,48.25,2.5,272.72107,0,99784.984,3.695488e-06
2024-01-15,48.0,1.5,272.7367,0,99601.484,2.3841858e-06
2024-01-15,48.0,1.75,272.6786,0,99737.984,2.6226044e-06
2024-01-15,48.0,2.0,272.48425,0,99641.984,2.6226044e-06
2024-01-15,48.0,2.25,272.50427,0,99722.984,4.2915344e-06
2024-01-15,48.0,2.5,272.45447,0,99777.484,5.6028366e-06
2024-01-16,49.5,1.5,271.33575,0,99215.266,0.0
2024-01-16,49.5,1.75,271.07452,0,99110.516,0.0
2024-01-16,49.5,2.0,270.8543,0,99317.516,0.0
2024-01-16,49.5,2.25,270.784,0,99655.516,0.0
2024-01-16,49.5,2.5,270.93292,0,99890.266,0.0
2024-01-16,49.25,1.5,271.3709,0,99806.766,0.0
2024-01-16,49.25,1.75,271.09454,0,99706.266,0.0
2024-01-16,49.25,2.0,270.9881,0,99727.516,0.0
2024-01-16,49.25,2.25,271.0501,0,99844.266,0.0
2024-01-16,49.25,2.5,271.2835,0,99993.766,0.0
2024-01-16,49.0,1.5,270.91486,0,99758.266,3.5762787e-06
2024-01-16,49.0,1.75,271.22882,0,99814.766,0.0
2024-01-16,49.0,2.0,271.47443,0,99909.016,0.0
2024-01-16,49.0,2.25,271.451,0,100059.016,0.0
2024-01-16,49.0,2.5,271.26642,0,100164.016,0.0
2024-01-16,48.75,1.5,270.89972,0,99354.766,1.5735626e-05
2024-01-16,48.75,1.75,271.1629,0,99453.016,6.67572e-06
2024-01-16,48.75,2.0,271.46466,0,99549.516,9.536743e-07
2024-01-16,48.75,2.25,271.44122,0,99840.266,4.7683716e-07
2024-01-16,48.75,2.5,271.3416,0,99984.766,2.3841858e-07
2024-01-16,48.5,1.5,271.1668,0,99063.016,3.6478043e-05
2024-01-16,48.5,1.75,271.2757,0,99258.516,2.7179718e-05
2024-01-16,48.5,2.0,271.4173,0,99486.266,1.5258789e-05
2024-01-16,48.5,2.25,271.39093,0,99760.266,8.583069e-06
2024-01-16,48.5,2.5,271.3084,0,99937.016,4.529953e-06
2024-01-16,48.25,1.5,270.7171,0,99259.266,4.2676926e-05
2024-01-16,48.25,1.75,270.68536,0,99428.516,4.529953e-05
2024-01-16,48.25,2.0,270.79034,0,99554.766,4.339218e-05
2024-01-16,48.25,2.25,270.8333,0,99692.266,3.9577484e-05
2024-01-16,48.25,2.5,270.84113,0,99759.266,3.5762787e-05
2024-01-16,48.0,1.5,270.71466,0,99487.516,5.197525e-05
2024-01-16,48.0,1.75,270.68585,0,99636.766,5.4121017e-05
2024-01-16,48.0,2.0,270.80157,0,99552.516,5.221367e-05
2024-01-16,48.0,2.25,270.6673,0,99646.516,5.8412552e-05
2024-01-16,48.0,2.5,270.64825,0,99715.266,5.5789948e-05
2024-01-17,49.5,1.5,272.32782,0,97340.8,0.0010160208
2024-01-17,49.5,1.75,272.14423,0,97240.8,0.0010125637
2024-01-17,49.5,2.0,272.1374,0,97448.55,0.0010402203
2024-01-17,49.5,2.25,272.16766,0,97782.3,0.0009930134
2024-01-17,49.5,2.5,272.18817,0,98013.05,0.0009742975
2024-01-17,49.25,1.5,272.86298,0,97878.3,0.0009672642
2024-01-17,49.25,1.75,272.67792,0,97782.3,0.00096547604
2024-01-17,49.25,2.0,272.64325,0,97805.8,0.0009572506
2024-01-17,49.25,2.25,272.70624,0,97920.55,0.0009866953
2024-01-17,49.25,2.5,272.71307,0,98067.8,0.0010143518
2024-01-17,49.0,1.5,272.945,0,97803.05,0.0011601448
2024-01-17,49.0,1.75,273.13055,0,97859.8,0.0011453629
2024-01-17,49.0,2.0,273.20868,0,97954.05,0.0011396408
2024-01-17,49.0,2.25,273.41083,0,98099.55,0.0011415482
2024-01-17,49.0,2.5,273.51874,0,98201.8,0.0011948347
2024-01-17,48.75,1.5,273.71942,0,97387.55,0.0012807846
2024-01-17,48.75,1.75,274.10858,0,97485.05,0.0012631416
2024-01-17,48.75,2.0,274.56952,0,97579.55,0.0011242628
2024-01-17,48.75,2.25,275.16962,0,97861.3,0.0010246038
2024-01-17,48.75,2.5,275.76093,0,98002.55,0.000952363
2024-01-17,48.5,1.5,277.04022,0,97103.8,0.0010055304
2024-01-17,48.5,1.75,277.38153,0,97298.05,0.00086545944
2024-01-17,48.5,2.0,277.6955,0,97522.3,0.0006004572
2024-01-17,48.5,2.25,277.96893,0,97788.05,0.0006519556
2024-01-17,48.5,2.5,278.25262,0,97959.8,0.00063467026
2024-01-17,48.25,1.5,278.60468,0,97302.05,0.0009380579
2024-01-17,48.25,1.75,278.74237,0,97472.3,0.00082063675
2024-01-17,48.25,2.0,278.92255,0,97600.05,0.0006353855
2024-01-17,48.25,2.25,279.02606,0,97735.55,0.0006777048
2024-01-17,48.25,2.5,279.06854,0,97804.55,0.00064373016
2024-01-17,48.0,1.5,279.45526,0,97556.05,0.0010178089
2024-01-17,48.0,1.75,279.5866,0,97707.3,0.0009276867
2024-01-17,48.0,2.0,279.6535,0,97634.8,0.0010033846
2024-01-17,48.0,2.25,279.77118,0,97726.55,0.0007339716
2024-01-17,48.0,2.5,279.8244,0,97797.55,0.0006619692
2024-01-18,49.5,1.5,272.13922,0,98349.41,3.20673e-05
2024-01-18,49.5,1.75,271.85016,0,98219.16,4.673004e-05
2024-01-18,49.5,2.0,271.7896,0,98403.66,5.9843063e-05
2024-01-18,49.5,2.25,271.78668,0,98715.91,7.2956085e-05
2024-01-18,49.5,2.5,271.88336,0,98924.91,8.8214874e-05
2024-01-18,49.25,1.5,272.6197,0,98904.66,6.222725e-05
2024-01-18,49.25,1.75,272.32477,0,98778.91,7.724762e-05
2024-01-18,49.25,2.0,272.34137,0,98776.16,9.3221664e-05
2024-01-18,49.25,2.25,272.3858,0,98866.41,0.00010871887
2024-01-18,49.25,2.5,272.52203,0,98991.41,0.00012516975
2024-01-18,49.0,1.5,272.73395,0,98832.41,0.00010037422
2024-01-18,49.0,1.75,272.79596,0,98860.41,0.0001128912
2024-01-18,49.0,2.0,272.85406,0,98927.16,0.00012731552
2024-01-18,49.0,2.25,272.91168,0,99049.41,0.00014138222
2024-01-18,49.0,2.5,272.89362,0,99128.41,0.00015795231
2024-01-18,48.75,1.5,272.8731,0,98408.16,0.0001411438
2024-01-18,48.75,1.75,272.94928,0,98477.91,0.00014948845
2024-01-18,48.75,2.0,273.02448,0,98545.91,0.00015556812
2024-01-18,48.75,2.25,273.25006,0,98807.41,0.00016331673
2024-01-18,48.75,2.5,273.3985,0,98923.91,0.00017881393
2024-01-18,48.5,1.5,272.877,0,98089.91,0.00020706654
2024-01-18,48.5,1.75,273.03082,0,98256.91,0.00019967556
2024-01-18,48.5,2.0,273.2823,0,98456.16,0.000177145
2024-01-18,48.5,2.25,273.5357,0,98702.41,0.00015866756
2024-01-18,48.5,2.5,273.72516,0,98851.91,0.00015568733
2024-01-18,48.25,1.5,273.54254,0,98259.41,0.00016891956
2024-01-18,48.25,1.75,273.7613,0,98403.66,0.00014781952
2024-01-18,48.25,2.0,274.00934,0,98504.66,0.00012528896
2024-01-18,48.25,2.25,274.16998,0,98614.91,0.00013422966
2024-01-18,48.25,2.5,274.34137,0,98654.16,0.00014388561
2024-01-18,48.0,1.5,275.44635,0,98459.91,0.00011599064
2024-01-18,48.0,1.75,275.62604,0,98584.91,9.381771e-05
2024-01-18,48.0,2.0,275.5318,0,98481.66,6.353855e-05
2024-01-18,48.0,2.25,275.60504,0,98552.41,9.429455e-05
2024-01-18,48.0,2.5,275.77106,0,98594.66,0.000105023384
2024-01-19,49.5,1.5,269.82623,0,100343.45,0.0
2024-01-19,49.5,1.75,269.54254,0,100228.45,0.0
2024-01-19,49.5,2.0,269.4068,0,100428.45,0.0
2024-01-19,49.5,2.25,269.30426,0,100762.2,0.0
2024-01-19,49.5,2.5,269.13336,0,100993.2,0.0
2024-01-19,49.25,1.5,270.70123,0,100938.2,0.0
2024-01-19,49.25,1.75,270.39508,0,100827.2,0.0
2024-01-19,49.25,2.0,270.29254,0,100840.7,0.0
2024-01-19,49.25,2.25,270.0772,0,100951.45,0.0
2024-01-19,49.25,2.5,269.84625,0,101097.2,0.0
2024-01-19,49.0,1.5,271.02643,0,100891.2,0.0
2024-01-19,49.0,1.75,271.07672,0,100937.7,0.0
2024-01-19,49.0,2.0,270.95563,0,101022.95,0.0
2024-01-19,49.0,2.25,270.75543,0,101167.2,0.0
2024-01-19,49.0,2.5,270.49225,0,101267.95,0.0
2024-01-19,48.75,1.5,271.50983,0,100489.45,0.0
2024-01-19,48.75,1.75,271.51227,0,100577.2,0.0
2024-01-19,48.75,2.0,271.38434,0,100664.2,0.0
2024-01-19,48.75,2.25,271.27106,0,100951.2,0.0
2024-01-19,48.75,2.5,271.2193,0,101090.2,0.0
2024-01-19,48.5,1.5,271.0357,0,100199.45,0.0
2024-01-19,48.5,1.75,271.05573,0,100386.2,0.0
2024-01-19,48.5,2.0,271.13824,0,100607.7,0.0
2024-01-19,48.5,2.25,271.23492,0,100874.2,0.0
2024-01-19,48.5,2.5,271.26227,0,101044.7,0.0
2024-01-19,48.25,1.5,271.17828,0,100407.95,0.0
2024-01-19,48.25,1.75,271.13776,0,100569.7,0.0
2024-01-19,48.25,2.0,271.17242,0,100688.7,0.0
2024-01-19,48.25,2.25,271.04205,0,100817.2,0.0
2024-01-19,48.25,2.5,270.89655,0,100875.2,0.0
2024-01-19,48.0,1.5,271.33502,0,100648.7,0.0
2024-01-19,48.0,1.75,271.2779,0,100790.2,0.0
2024-01-19,48.0,2.0,271.15533,0,100693.7,0.0
2024-01-19,48.0,2.25,270.98883,0,100779.95,0.0
2024-01-19,48.0,2.5,270.85065,0,100840.95,0.0
2024-01-20,49.5,1.5,269.87207,0,100977.27,0.0
2024-01-20,49.5,1.75,269.85742,0,100879.77,0.0
2024-01-20,49.5,2.0,269.77637,0,101100.52,0.0
2024-01-20,49.5,2.25,269.57617,0,101457.27,0.0
2024-01-20,49.5,2.5,269.3672,0,101706.52,0.0
2024-01-20,49.25,1.5,269.87158,0,101587.02,0.0
2024-01-20,49.25,1.75,269.8374,0,101494.27,0.0
2024-01-20,49.25,2.0,269.82178,0,101524.77,0.0
2024-01-20,49.25,2.25,269.77588,0,101649.77,0.0
2024-01-20,49.25,2.5,269.58887,0,101810.52,0.0
2024-01-20,49.0,1.5,270.24658,0,101542.02,0.0
2024-01-20,49.0,1.75,270.67578,0,101605.77,0.0
2024-01-20,49.0,2.0,270.66016,0,101707.52,0.0
2024-01-20,49.0,2.25,270.69043,0,101864.77,0.0
2024-01-20,49.0,2.5,270.66406,0,101977.77,0.0
2024-01-20,48.75,1.5,271.00732,0,101136.52,0.0
2024-01-20,48.75,1.75,271.49854,0,101241.02,0.0
2024-01-20,48.75,2.0,272.09863,0,101342.02,0.0
2024-01-20,48.75,2.25,272.2202,0,101641.77,0.0
2024-01-20,48.75,2.5,272.0503,0,101791.27,0.0
2024-01-20,48.5,1.5,270.93945,0,100852.02,0.0
2024-01-20,48.5,1.75,271.3589,0,101053.52,0.0
2024-01-20,48.5,2.0,271.89893,0,101287.02,0.0
2024-01-20,48.5,2.25,271.87744,0,101564.52,0.0
2024-01-20,48.5,2.5,271.75244,0,101743.77,0.0
2024-01-20,48.25,1.5,270.86865,0,101065.02,0.0
2024-01-20,48.25,1.75,271.0586,0,101238.27,0.0
2024-01-20,48.25,2.0,271.37793,0,101368.02,0.0
2024-01-20,48.25,2.25,271.32275,0,101504.77,0.0
2024-01-20,48.25,2.5,271.2959,0,101568.27,0.0
2024-01-20,48.0,1.5,270.84668,0,101308.02,0.0
2024-01-20,48.0,1.75,271.0376,0,101461.27,0.0
2024-01-20,48.0,2.0,271.2661,0,101372.02,0.0
2024-01-20,48.0,2.25,271.05615,0,101462.02,0.0
2024-01-20,48.0,2.5,271.01172,0,101527.27,0.0
2024-01-21,49.5,1.5,275.8463,0,100255.05,0.00016248226
2024-01-21,49.5,1.75,275.55627,0,100174.05,0.00020062923
2024-01-21,49.5,2.0,275.49768,0,100397.8,0.00015330315
2024-01-21,49.5,2.25,275.34338,0,100757.55,8.511543e-05
2024-01-21,49.5,2.5,275.13977,0,101015.3,1.50203705e-05
2024-01-21,49.25,1.5,276.12903,0,100899.55,0.00011074543
2024-01-21,49.25,1.75,275.83704,0,100823.05,0.0001475811
2024-01-21,49.25,2.0,275.70227,0,100864.8,0.00011956692
2024-01-21,49.25,2.25,275.5548,0,101005.3,9.357929e-05
2024-01-21,49.25,2.5,275.35706,0,101177.05,2.670288e-05
2024-01-21,49.0,1.5,276.16858,0,100902.05,0.00010955334
2024-01-21,49.0,1.75,276.11145,0,100982.05,6.03199e-05
2024-01-21,49.0,2.0,275.96057,0,101097.8,5.00679e-05
2024-01-21,49.0,2.25,275.88538,0,101272.3,3.4809113e-05
2024-01-21,49.0,2.5,275.77112,0,101404.3,2.3961067e-05
2024-01-21,48.75,1.5,276.11,0,100567.55,6.8068504e-05
2024-01-21,48.75,1.75,276.0548,0,100686.8,5.710125e-05
2024-01-21,48.75,2.0,275.95374,0,100802.55,4.553795e-05
2024-01-21,48.75,2.25,276.07043,0,101117.55,2.5868416e-05
2024-01-21,48.75,2.5,276.11536,0,101287.05,3.2901764e-05
2024-01-21,48.5,1.5,275.68274,0,100357.3,7.83205e-05
2024-01-21,48.5,1.75,275.73743,0,100571.55,5.90086e-05
2024-01-21,48.5,2.0,275.84485,0,100817.3,2.9802322e-05
2024-01-21,48.5,2.25,276.08948,0,101109.55,5.5789948e-05
2024-01-21,48.5,2.5,276.22815,0,101307.3,6.0081482e-05
2024-01-21,48.25,1.5,275.63538,0,100639.05,7.1406364e-05
2024-01-21,48.25,1.75,275.6964,0,100824.55,4.720688e-05
2024-01-21,48.25,2.0,275.82483,0,100967.8,2.2530556e-05
2024-01-21,48.25,2.25,276.00452,0,101120.55,2.4318695e-05
2024-01-21,48.25,2.5,276.1344,0,101201.55,3.0040741e-05
2024-01-21,48.0,1.5,275.73645,0,100949.3,0.000116825104
2024-01-21,48.0,1.75,275.78918,0,101115.05,8.702278e-05
2024-01-21,48.0,2.0,275.84973,0,101046.3,2.0742416e-05
2024-01-21,48.0,2.25,276.0431,0,101148.8,1.0728836e-05
2024-01-21,48.0,2.5,276.17834,0,101231.55,1.6450882e-05
2024-01-22,49.5,1.5,283.40698,0,99630.77,0.00030255318
2024-01-22,49.5,1.75,283.20044,0,99534.52,0.0002695322
2024-01-22,49.5,2.0,283.28296,0,99741.02,0.00018501282
2024-01-22,49.5,2.25,283.35376,0,100081.27,0.00011694431
2024-01-22,49.5,2.5,283.39087,0,100323.27,4.4107437e-05
2024-01-22,49.25,1.5,283.6023,0,100287.27,0.0002746582
2024-01-22,49.25,1.75,283.39136,0,100195.77,0.00023794174
2024-01-22,49.25,2.0,283.34058,0,100223.27,0.0001745224
2024-01-22,49.25,2.25,283.3523,0,100349.02,0.00013589859
2024-01-22,49.25,2.5,283.38794,0,100508.02,5.1617622e-05
2024-01-22,49.0,1.5,283.58618,0,100322.02,0.0001770258
2024-01-22,49.0,1.75,283.51587,0,100383.02,0.0001732111
2024-01-22,49.0,2.0,283.52563,0,100481.77,0.00010550022
2024-01-22,49.0,2.25,283.57104,0,100640.27,9.191036e-05
2024-01-22,49.0,2.5,283.56665,0,100758.52,0.00010108948
2024-01-22,48.75,1.5,283.51147,0,100023.27,9.1433525e-05
2024-01-22,48.75,1.75,283.52954,0,100124.02,0.000108122826
2024-01-22,48.75,2.0,283.51245,0,100221.02,0.00011754036
2024-01-22,48.75,2.25,283.69653,0,100516.77,0.00012099743
2024-01-22,48.75,2.5,283.77417,0,100672.02,0.00012111664
2024-01-22,48.5,1.5,283.32837,0,99833.27,2.5868416e-05
2024-01-22,48.5,1.75,283.39233,0,100029.27,2.9802322e-05
2024-01-22,48.5,2.0,283.44067,0,100258.02,3.0994415e-05
2024-01-22,48.5,2.25,283.59155,0,100535.52,3.9696693e-05
2024-01-22,48.5,2.5,283.677,0,100720.77,5.5909157e-05
2024-01-22,48.25,1.5,283.30493,0,100126.27,2.0384789e-05
2024-01-22,48.25,1.75,283.2732,0,100299.27,7.677078e-05
2024-01-22,48.25,2.0,283.2522,0,100430.52,0.00013923645
2024-01-22,48.25,2.25,283.34937,0,100573.02,9.548664e-05
2024-01-22,48.25,2.5,283.4104,0,100647.77,4.9471855e-05
2024-01-22,48.0,1.5,283.29956,0,100453.27,7.259846e-05
2024-01-22,48.0,1.75,283.25073,0,100606.77,0.00011754036
2024-01-22,48.0,2.0,283.0691,0,100533.52,0.00011074543
2024-01-22,48.0,2.25,283.1819,0,100629.77,8.904934e-05
2024-01-22,48.0,2.5,283.2483,0,100706.27,4.8279762e-05
2024-01-23,49.5,1.5,281.41214,0,100787.67,8.177757e-05
2024-01-23,49.5,1.75,281.26175,0,100684.67,6.914139e-05
2024-01-23,49.5,2.0,281.34036,0,100886.17,6.687641e-05
2024-01-23,49.5,2.25,281.3765,0,101220.67,6.592274e-05
2024-01-23,49.5,2.5,281.35794,0,101454.17,6.854534e-05
2024-01-23,49.25,1.5,281.84183,0,101424.92,8.6307526e-05
2024-01-23,49.25,1.75,281.68948,0,101326.67,7.18832e-05
2024-01-23,49.25,2.0,281.6592,0,101346.92,6.67572e-05
2024-01-23,49.25,2.25,281.58304,0,101463.42,7.200241e-05
2024-01-23,49.25,2.5,281.55667,0,101612.42,7.688999e-05
2024-01-23,49.0,1.5,282.06155,0,101431.92,4.339218e-05
2024-01-23,49.0,1.75,282.06937,0,101489.92,5.7578087e-05
2024-01-23,49.0,2.0,282.06888,0,101581.92,5.4717064e-05
2024-01-23,49.0,2.25,282.00638,0,101731.17,6.2942505e-05
2024-01-23,49.0,2.5,281.8389,0,101838.17,7.665157e-05
2024-01-23,48.75,1.5,282.03665,0,101100.67,4.6253204e-05
2024-01-23,48.75,1.75,282.0596,0,101197.67,4.9352646e-05
2024-01-23,48.75,2.0,282.04642,0,101289.17,4.720688e-05
2024-01-23,48.75,2.25,282.1304,0,101577.67,6.055832e-05
2024-01-23,48.75,2.5,282.09964,0,101723.17,8.34465e-05
2024-01-23,48.5,1.5,281.74417,0,100884.42,1.9907951e-05
2024-01-23,48.5,1.75,281.80618,0,101077.17,2.682209e-05
2024-01-23,48.5,2.0,281.86673,0,101300.67,3.683567e-05
2024-01-23,48.5,2.25,282.01907,0,101568.42,4.2557716e-05
2024-01-23,48.5,2.5,282.0601,0,101743.17,5.00679e-05
2024-01-23,48.25,1.5,281.8135,0,101153.92,1.50203705e-05
2024-01-23,48.25,1.75,281.81107,0,101320.67,1.7523766e-05
2024-01-23,48.25,2.0,281.82962,0,101445.17,2.360344e-05
2024-01-23,48.25,2.25,281.87552,0,101575.92,2.6226044e-05
2024-01-23,48.25,2.5,281.89066,0,101637.92,2.5987625e-05
2024-01-23,48.0,1.5,282.03812,0,101453.67,1.0251999e-05
2024-01-23,48.0,1.75,282.01028,0,101601.42,1.3113022e-05
2024-01-23,48.0,2.0,281.80374,0,101517.17,1.9907951e-05
2024-01-23,48.0,2.25,281.88675,0,101602.67,1.680851e-05
